avg_option,accuracy,precision,recall,f1_score,fold
macro,0.753332183596541,0.6359346232790287,0.7425059795718357,0.6460096520775389,1
macro,0.7534553696814408,0.6366560069541933,0.7442078448601093,0.6467224192122445,2
macro,0.7572987755303161,0.639703183427899,0.7485354389860307,0.6508990460009848,3
macro,0.7502278942570647,0.6368914618479387,0.7473911187068913,0.6457734253059868,4
macro,0.7535478466541835,0.6377746277176829,0.7469293714027229,0.64778916488678,5
